0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.03338898164 -0.01711667255 0.1922830268 0.01273883642 -0.2582054465 0.1755522628 -0.1819073848 -0.02745171938 -0.2735780088 0.3946212966 -0.294286655 0.2596961101 -1.021409077 6.845168076 1.225327558 -6.586564621 3.324115268 -6.16216644 -2.511367166 -8.566918713 8.59679348 -8.139496746 6.341100548
0.06677796327 -0.06929215758 0.4132737557 0.06163828747 -0.442581132 0.2588171021 -0.3766005176 -0.1253678341 -0.5476473265 0.6129447954 -0.5448247695 0.4348525337 -2.138111606 6.183998128 1.54317145 -4.627963655 1.885834731 -5.343492935 -3.021900437 -7.591159713 5.11413967 -6.749166529 4.379567541
0.1001669449 -0.1625990237 0.6004896703 0.1114551081 -0.5739428245 0.3097712917 -0.5355275249 -0.2194273912 -0.7756332113 0.758454081 -0.7447253805 0.5619404989 -3.488469487 5.024648298 1.422067721 -3.295584612 1.241317387 -4.170376607 -2.555115368 -6.085125007 3.754888774 -5.285953606 3.32152975
0.1335559265 -0.3035606518 0.7493950242 0.1560130171 -0.6653264396 0.3457086746 -0.6549487023 -0.2934640316 -0.9562371141 0.8704174731 -0.9023204094 0.6610264096 -4.946443629 3.906863262 1.240873375 -2.211539331 0.9624304313 -2.97901497 -1.846795453 -4.762830504 3.031481565 -4.21382162 2.666094387
0.1669449082 -0.4895282268 0.8622239614 0.1939293006 -0.7237977061 0.3768884566 -0.734266264 -0.340710727 -1.095082099 0.9657032416 -1.029241373 0.7429735102 -6.096224795 2.866964729 1.025344635 -1.32522808 0.9370289129 -1.775811058 -0.9591333374 -3.568808062 2.740683087 -3.423249662 2.281060184
0.2003338898 -0.7016282769 0.9423220251 0.2243238143 -0.7563232882 0.4094751471 -0.7747670062 -0.3569031085 -1.195708581 1.056978579 -1.1326908 0.8155281646 -6.450027956 1.961220503 0.7966586463 -0.6623464793 1.018764027 -0.6860834888 -0.02169224943 -2.48566534 2.764475508 -2.796787761 2.091445401
0.2337228715 -0.9100725785 0.995726873 0.2475488539 -0.7704977244 0.4444730846 -0.7834884782 -0.3443829745 -1.264075783 1.151541843 -1.217873788 0.8839726126 -5.907304457 1.281873249 0.6059351564 -0.2186455704 1.064144431 0.1022184746 0.7187300686 -1.673817238 2.899272813 -2.341420767 2.022094511
0.2671118531 -1.090033402 1.031113544 0.2658468242 -0.7726229375 0.4795144207 -0.7722256964 -0.3131508577 -1.31262059 1.249648892 -1.291886709 0.9511386617 -4.818564379 0.8874738816 0.5093782915 0.0715110267 1.019787165 0.509825624 1.085100389 -1.315417249 2.955686001 -2.137420909 2.006084964
0.3005008347 -1.230091411 1.05821547 0.28291102 -0.7668204074 0.5117076338 -0.7532105552 -0.2759900497 -1.356861032 1.347489595 -1.363392693 1.018136233 -3.563339937 0.7800125771 0.5319420695 0.2618595729 0.8984982536 0.5814316146 1.090394916 -1.395643795 2.887368736 -2.180483761 2.009022086
0.3338898164 -1.327963187 1.08557972 0.3024081331 -0.7559720444 0.539096131 -0.7358236074 -0.242744123 -1.408752615 1.441695918 -1.439189064 1.08540218 -2.300688318 0.8840887511 0.6466469992 0.37726307 0.740044442 0.4362243221 0.8802841093 -1.738954236 2.750513004 -2.375604392 2.021607279
0.367278798 -1.383661225 1.118121599 0.3264325989 -0.7422077696 0.5612724279 -0.724838975 -0.2176220953 -1.47365232 1.53121196 -1.522517175 1.153228131 -1.031469337 1.066677941 0.7920166764 0.4404573595 0.5942869856 0.2216472164 0.6312412278 -2.144194695 2.617284867 -2.615444886 2.042623646
0.4006677796 -1.396468531 1.156293718 0.3549683365 -0.726918855 0.5793522573 -0.7204773255 -0.1995214112 -1.550944597 1.617101906 -1.613440689 1.221908351 0.2685240983 1.204988506 0.908747401 0.4707927213 0.4988118337 0.05353628597 0.4754800799 -2.463129916 2.539467939 -2.820496088 2.072943929
0.4340567613 -1.365984939 1.197352614 0.3864113618 -0.711072682 0.5952594005 -0.7202094362 -0.1842278684 -1.636425995 1.701639235 -1.710023349 1.29175891 1.539707175 1.234518672 0.963188827 0.4734385417 0.463269179 -0.02223290009 0.4644810475 -2.63145417 2.536515766 -2.951457397 2.112457819
0.4674457429 -1.296426378 1.237514468 0.4185706059 -0.6956762685 0.6107784101 -0.7211800548 -0.1672066826 -1.725215324 1.787151539 -1.809735738 1.363035059 2.555289017 1.156435295 0.9542685409 0.4427847785 0.4714214184 -0.02918655225 0.5681894041 -2.671641246 2.592429015 -3.012105778 2.157291377
0.5008347245 -1.202428543 1.273957934 0.4497605226 -0.6818937593 0.6269343276 -0.7220932548 -0.145926769 -1.814360577 1.874931138 -1.910819613 1.435782881 2.937340135 1.023268044 0.9121248474 0.3776792708 0.4974221796 -0.02980171028 0.7046181584 -2.669138077 2.663990533 -3.041691535 2.198819623
0.5342237062 -1.110521262 1.305970439 0.4795754732 -0.6707162226 0.644003624 -0.7236605097 -0.1205702216 -1.903839919 1.964725986 -2.012941484 1.509703303 2.41804384 0.8995514737 0.8774295924 0.2891237575 0.5247423567 -0.07244915546 0.8064967866 -2.697686183 2.707890996 -3.077211465 2.225681966
0.5676126878 -1.048338804 1.334387413 0.5085985698 -0.6627278306 0.6619697375 -0.7273826175 -0.09243144795 -1.994734991 2.055302805 -2.116277905 1.584153443 1.258224752 0.80623729 0.8635133982 0.187401471 0.5517555835 -0.1547575636 0.8772697969 -2.745246377 2.711872799 -3.109034887 2.22987958
0.6010016694 -1.024534578 1.359860957 0.5372817358 -0.6583532541 0.6809038617 -0.7341230163 -0.06189516173 -2.086782187 2.145536786 -2.220160608 1.658358988 0.2647387734 0.7180629081 0.8538202149 0.07211962938 0.5836776483 -0.2494155224 0.9550510572 -2.760790065 2.69013894 -3.106640519 2.211618558
0.6343906511 -1.022829219 1.382176226 0.5655341485 -0.6580810474 0.7010477653 -0.7440465616 -0.02844166886 -2.178620479 2.234767838 -2.32330456 1.731626975 -0.06407093063 0.6161596874 0.8373612671 -0.05827075996 0.6244994408 -0.3453047574 1.051436253 -2.734164393 2.652032833 -3.065928791 2.173969
